dataset_doi,repository,landing_url,landing_host,dataset_title,retrieved_at,hal_modified_at,source_fields,has_misfiled_source,halId_s,hal_uri,hal_title,hal_docType,publication_doi,producedDateY_i,laboratories,source_field,field_ok,misfiled_dataset_link
10.57745/5MDE99,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/5MDE99,entrepot.recherche.data.gouv.fr,"Dataset from ""A new genome assembly of the pea cultivar Cameor provides resources for functional genomics and genetics""",2026-09-17T03:39:02Z,2026-09-17T03:39:02Z,relatedData_s,False,hal-02278272,https://hal.science/hal-02278272v1,A reference genome for pea provides insight into legume genome evolution,ART,10.1038/s41588-019-0480-1,2019,INRA | UB | UBFC | LBGB | UMR 8030 | GENOSCOPE | DRF (CEA) | UEVE | CNRS | IEB / CAS,relatedData_s,True,False
10.57745/5MDE99,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/5MDE99,entrepot.recherche.data.gouv.fr,"Dataset from ""A new genome assembly of the pea cultivar Cameor provides resources for functional genomics and genetics""",2026-09-17T03:39:02Z,2026-09-17T03:39:02Z,relatedData_s,False,hal-02627230,https://hal.inrae.fr/hal-02627230v1,Water stress combined with sulfur deficiency in pea affects yield components but mitigates the effect of deficiency on seed globulin composition,ART,10.1093/jxb/erz114,2019,INRA | UB | UBFC | PRC | IFCE | UT | NEOLAiA | CNRS | GeT-PlaGe | GET,relatedData_s,True,False
10.57745/5MDE99,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/5MDE99,entrepot.recherche.data.gouv.fr,"Dataset from ""A new genome assembly of the pea cultivar Cameor provides resources for functional genomics and genetics""",2026-09-17T03:39:02Z,2026-09-17T03:39:02Z,relatedData_s,False,hal-02631162,https://hal.inrae.fr/hal-02631162v1,Full-length <em>de novo</em> assembly of RNA-seq data in pea (<em>Pisum sativum</em> L.) provides a gene expression atlas and gives insights into root nodulation in this species,ART,10.1111/tpj.12967,2015,INRA | UB | LIPME | CNRS,relatedData_s,True,False
10.57745/5MDE99,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/5MDE99,entrepot.recherche.data.gouv.fr,"Dataset from ""A new genome assembly of the pea cultivar Cameor provides resources for functional genomics and genetics""",2026-09-17T03:39:02Z,2026-09-17T03:39:02Z,relatedData_s,False,hal-04267953,https://hal.inrae.fr/hal-04267953v1,SNP discovery by exome capture and resequencing in a pea genetic resource collection,ART,10.24072/pci.genomics.100237,2023,UB | UBFC | INRAE | Institut Agro | GENOSCOPE | DRF (CEA) | CEA | UA | ULiège | UPJV,relatedData_s,True,False
10.15454/QSXKGA,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/QSXKGA,data.inrae.fr,"Analyses physico-chimiques des sites du Réseau de Mesures de la Qualité des Sols (RMQS) du territoire métropolitain pour la 1ère campagne (2000-2009), avec coordonnées théoriques",2026-09-15T16:12:45Z,2026-09-15T16:12:45Z,relatedData_s,False,hal-01173741,https://hal.science/hal-01173741v1,L'état des sols de France,OUV,,2011,SOeS | InfoSol | INRA | ADEME | IRD | CODIR | USS | EGC | ANSES | ASTRO,relatedData_s,True,False
10.57745/HPEMYW,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/HPEMYW,entrepot.recherche.data.gouv.fr,"Spatio-temporal field, landscape and meteorological datasets describing bruchid beetle populations, grain damage and parasitism in faba bean and lentil fields in France",2026-09-15T16:11:52Z,2026-09-15T16:11:52Z,relatedData_s,False,hal-05526495,https://hal.inrae.fr/hal-05526495v1,Colonization and spatiotemporal distribution of bruchid pests in lentil and faba bean fields,ART,10.1002/ps.70679,2026,ENSFEA | AGIR | Toulouse INP | Comue de Toulouse | INRAE | EI Purpan | Agronomie | IGEPP | UR | Institut Agro,relatedData_s,True,False
10.57745/3NAHSN,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/3NAHSN,entrepot.recherche.data.gouv.fr,"Annexe pour : Agriculture, aquaculture et pêche : impacts des modes de production labellisés sur la biodiversité. Rapport scientifique de l'étude",2026-09-15T16:11:41Z,2026-09-15T16:11:41Z,relatedData_s,False,hal-05143887,https://hal.inrae.fr/hal-05143887v1,"Agriculture, aquaculture et pêche : impacts des modes de production labellisés sur la biodiversité. Rapport scientifique de l'étude",REPORT,10.17180/ayg4-0b92,2025,IFREMER | PSH | INRAE | BFP | UB | CESBIO | IRD | INSU - CNRS | CNES | CNRS,relatedData_s,True,False
10.57745/JGHVYV,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/JGHVYV,entrepot.recherche.data.gouv.fr,Carbon and nitrogen mineralization data of various exogenous organic matter (EOM) under controlled conditions,2026-09-15T16:10:34Z,2026-09-15T16:10:34Z,relatedData_s,False,hal-03329588,https://hal.science/hal-03329588v1,Quantifying and simulating carbon and nitrogen mineralization from diverse exogenous organic matters,ART,10.1111/sum.12745,2022,ECOSYS | INRAE | FARE | URCA | UA | ULiège | UPJV | ULCO | JUNIA | UCL,relatedData_s,True,False
10.15454/TRBJTB,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/TRBJTB,data.inrae.fr,"BRC4Env, the Biological Resource Centre for the Environment",2026-09-15T16:09:43Z,2026-09-15T16:09:43Z,relatedData_s,False,hal-01774729,https://hal.science/hal-01774729v1,"BRC4Env, a network of Biological Resource Centres for research in environmental and agricultural sciences",ART,10.1007/s11356-018-1973-7,2018,ECOSYS | INRA | UMR CBGP | Cirad | Montpellier SupAgro | UM | IRD [Occitanie] | IRD | UEEA | UB,relatedData_s,True,False
10.15454/TRBJTB,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/TRBJTB,data.inrae.fr,"BRC4Env, the Biological Resource Centre for the Environment",2026-09-15T16:09:43Z,2026-09-15T16:09:43Z,relatedData_s,False,hal-05231498,https://hal.inrae.fr/hal-05231498v1,"BRC4Env, le pilier environnement de l’infrastructure RARe",POSTER,,2025,ECOSYS | INRAE | UMR CBGP | Cirad | IRD [Occitanie] | IRD | Institut Agro | UM | UBE | U3E,relatedData_s,True,False
10.15454/UQEMVW,Recherche Data Gouv,https://carrtel-collection.hub.inrae.fr/,carrtel-collection.hub.inrae.fr,Thonon Culture Collection -TCC- a freshwater microalgae collection,2026-09-15T16:09:41Z,2026-09-15T16:09:41Z,relatedData_s,False,hal-01774729,https://hal.science/hal-01774729v1,"BRC4Env, a network of Biological Resource Centres for research in environmental and agricultural sciences",ART,10.1007/s11356-018-1973-7,2018,ECOSYS | INRA | UMR CBGP | Cirad | Montpellier SupAgro | UM | IRD [Occitanie] | IRD | UEEA | UB,relatedData_s,True,False
10.15454/D3ODJM,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/D3ODJM,data.inrae.fr,"Colisa, the collection of ichthyological samples.",2026-09-15T16:09:41Z,2026-09-15T16:09:41Z,relatedData_s,False,hal-01774729,https://hal.science/hal-01774729v1,"BRC4Env, a network of Biological Resource Centres for research in environmental and agricultural sciences",ART,10.1007/s11356-018-1973-7,2018,ECOSYS | INRA | UMR CBGP | Cirad | Montpellier SupAgro | UM | IRD [Occitanie] | IRD | UEEA | UB,relatedData_s,True,False
10.15454/AY4LMT,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/AY4LMT,data.inrae.fr,BRC “Egg Parasitoids Collection” (EP-Coll),2026-09-15T16:09:41Z,2026-09-15T16:09:41Z,relatedData_s,False,hal-01774729,https://hal.science/hal-01774729v1,"BRC4Env, a network of Biological Resource Centres for research in environmental and agricultural sciences",ART,10.1007/s11356-018-1973-7,2018,ECOSYS | INRA | UMR CBGP | Cirad | Montpellier SupAgro | UM | IRD [Occitanie] | IRD | UEEA | UB,relatedData_s,True,False
10.48579/PRO/TRX6VQ,data.InDoRES,https://data.indores.fr:443/citation?persistentId=doi:10.48579/PRO/TRX6VQ,data.indores.fr:443,Herbicide-induced metabolic changes in a plant-aphid system: How soil bacteria drive the fate and impact of an environmental dose of Isoproturon,2026-09-15T16:09:29Z,2026-09-15T16:09:29Z,relatedData_s,False,hal-05512215,https://hal.science/hal-05512215v1,Herbicide-induced metabolic changes in a plant-aphid system: how soil bacteria drive the fate and impact of a residual dose of Isoproturon?,ART,10.1111/nph.70891,2026,ECOBIO | UR | INEE-CNRS | CNRS | INRAE | Institut Agro | UBE,relatedData_s,True,False
10.15454/D6XAKL,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/D6XAKL,entrepot.recherche.data.gouv.fr,CBGP - Continental Arthropod Collection,2026-09-15T16:08:54Z,2026-09-15T16:08:54Z,relatedData_s,False,hal-03144754,https://hal.science/hal-03144754v1,"BRC4Env, a network of Biological Resource Centres for environmental resources",POSTER,10.15454/TRBJTB,2020,ECOSYS | INRAE | UMR CBGP | Cirad | UM | IRD [Occitanie] | IRD | Institut Agro | UB | UBFC,relatedData_s,True,False
10.57745/WIRXIC,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/WIRXIC,entrepot.recherche.data.gouv.fr,RMQS1 16S taxonomy,2026-09-14T15:18:18Z,2026-09-14T15:18:18Z,relatedData_s,False,hal-01843961,https://institut-agro-dijon.hal.science/hal-01843961v1,Biogeography of soil bacteria and archaea across France,ART,10.1126/sciadv.aat1808,2018,INRA | UB | UBFC | InfoSol | GENOSCOPE | DRF (CEA) | CEA,relatedData_s,True,False
10.15454/J9H4BS,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/J9H4BS,data.inrae.fr,Données de réplication pour : Biogeography of soil bacteria and archaea across France,2026-09-14T15:18:18Z,2026-09-14T15:18:18Z,relatedData_s,False,hal-01843961,https://institut-agro-dijon.hal.science/hal-01843961v1,Biogeography of soil bacteria and archaea across France,ART,10.1126/sciadv.aat1808,2018,INRA | UB | UBFC | InfoSol | GENOSCOPE | DRF (CEA) | CEA,relatedData_s,True,False
10.5281/zenodo.4925795,Zenodo,https://zenodo.org/record/4925795,zenodo.org,MaximeMaW/MeningitisDynamics: Fixed typos,2026-09-14T14:16:11Z,2026-09-14T14:16:11Z,relatedPublication_s,True,hal-03856017,https://ehesp.hal.science/hal-03856017v1,High-spatial resolution epidemic surveillance of bacterial meningitis in the African meningitis belt in Burkina Faso,ART,10.1038/s41598-022-23279-6,2022,ENS-PSL | PSL | EHESP | SU | CNRS | PCC | INC-CNRS | ARENES | UR | UR2,relatedPublication_s,False,True
10.57745/SLUKIO,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/SLUKIO,entrepot.recherche.data.gouv.fr,Horses discriminate human body odours between fear and joy contexts in a habituation-discrimination protocol.,2026-09-14T14:16:11Z,2026-09-14T14:16:11Z,relatedData_s,False,hal-04011829,https://hal.inrae.fr/hal-04011829v1,Horses discriminate human body odors between fear and joy contexts in a habituation-discrimination protocol,ART,10.1038/s41598-023-30119-8,2023,PRC | IFCE | UT | NEOLAiA | CNRS | INRAE | CSGA | UB | Institut Agro | UBFC,relatedData_s,True,False
10.57745/RXJXHW,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/RXJXHW,entrepot.recherche.data.gouv.fr,Additional figures for analysis report,2026-09-14T14:16:11Z,2026-09-14T14:16:11Z,relatedData_s,False,hal-05070613,https://hal.inrae.fr/hal-05070613v1,Metagenomics reveals contrasted responses of microbial communities to wheat straw amendment in cropland and grassland soils,ART,10.1038/s41598-025-98903-2,2025,INRAE | Institut Agro | UBE | MaIAGE | P3F | ECOSYS,relatedData_s,True,False
10.57745/OMJUXC,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/OMJUXC,entrepot.recherche.data.gouv.fr,Data for Metagenomics reveals contrasted responses of microbial communities to wheat straw amendment in cropland and grassland soils,2026-09-14T14:16:11Z,2026-09-14T14:16:11Z,relatedData_s,False,hal-05070613,https://hal.inrae.fr/hal-05070613v1,Metagenomics reveals contrasted responses of microbial communities to wheat straw amendment in cropland and grassland soils,ART,10.1038/s41598-025-98903-2,2025,INRAE | Institut Agro | UBE | MaIAGE | P3F | ECOSYS,relatedData_s,True,False
10.57745/HXN1XT,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/HXN1XT,entrepot.recherche.data.gouv.fr,Analysis report and associated Rmarkdown for Metagenomics reveals contrasted responses of microbial communities to wheat straw amendment in cropland and grassland soils,2026-09-14T14:16:11Z,2026-09-14T14:16:11Z,relatedData_s,False,hal-05070613,https://hal.inrae.fr/hal-05070613v1,Metagenomics reveals contrasted responses of microbial communities to wheat straw amendment in cropland and grassland soils,ART,10.1038/s41598-025-98903-2,2025,INRAE | Institut Agro | UBE | MaIAGE | P3F | ECOSYS,relatedData_s,True,False
10.15454/4W9DM2,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/4W9DM2,data.inrae.fr,Données de réplication pour : Reduced microbial diversity induces larger volatile organic compound emissions from soils.,2026-09-14T14:16:11Z,2026-09-14T14:16:11Z,relatedData_s,False,hal-02537801,https://institut-agro-dijon.hal.science/hal-02537801v1,Reduced microbial diversity induces larger volatile organic compound emissions from soils,ART,10.1038/s41598-020-63091-8,2020,ECOSYS | INRAE | SU | TUB | UB | UBFC,relatedData_s,True,False
10.5281/zenodo.4459259,Zenodo,https://zenodo.org/record/4459259,zenodo.org,"Kittel et al. (2021), The Cryosphere : MAR and ESMs data",2026-09-04T15:36:02Z,2026-09-04T15:36:02Z,relatedData_s,False,hal-05624738,https://hal.science/hal-05624738v1,Weather Regimes Preclude the Observation of a Southern Annular Mode Signal in Two Coastal East Antarctic Ice Cores,ART,10.1029/2025JD045013,2026,IMAS | UTAS | UJ | RSES | ANU | OCCR | UNIBE | BGS | EPHE | PSL,relatedData_s,True,False
10.4225/15/58eedf00d78fe,Australian Antarctic Data Centre,https://data.aad.gov.au/metadata/AAS_4537_z500_SynopticTyping_SouthernIndianOcean,data.aad.gov.au,Daily synoptic weather types of southern Indian Ocean: January 1979-October 2018,2026-09-04T15:36:02Z,2026-09-04T15:36:02Z,relatedData_s,False,hal-05624738,https://hal.science/hal-05624738v1,Weather Regimes Preclude the Observation of a Southern Annular Mode Signal in Two Coastal East Antarctic Ice Cores,ART,10.1029/2025JD045013,2026,IMAS | UTAS | UJ | RSES | ANU | OCCR | UNIBE | BGS | EPHE | PSL,relatedData_s,True,False
10.26179/5zm0-v192,Australian Antarctic Data Centre,https://data.aad.gov.au/metadata/DSS_2k_data_compilation,data.aad.gov.au,The Law Dome ice core 2000 year dataset collection.,2026-09-04T15:36:02Z,2026-09-04T15:36:02Z,relatedData_s,False,hal-05624738,https://hal.science/hal-05624738v1,Weather Regimes Preclude the Observation of a Southern Annular Mode Signal in Two Coastal East Antarctic Ice Cores,ART,10.1029/2025JD045013,2026,IMAS | UTAS | UJ | RSES | ANU | OCCR | UNIBE | BGS | EPHE | PSL,relatedData_s,True,False
10.26179/372t-4q89,Australian Antarctic Data Centre,https://data.aad.gov.au/metadata/AAS_4414_MountBrownSouth_SurfaceCore_isotopes,data.aad.gov.au,"The Mount Brown South surface core (MBS1718 'Alpha', 'Bravo', and 'Charlie') chronologies and stable water isotope records",2026-09-04T15:36:02Z,2026-09-04T15:36:02Z,relatedData_s,False,hal-05624738,https://hal.science/hal-05624738v1,Weather Regimes Preclude the Observation of a Southern Annular Mode Signal in Two Coastal East Antarctic Ice Cores,ART,10.1029/2025JD045013,2026,IMAS | UTAS | UJ | RSES | ANU | OCCR | UNIBE | BGS | EPHE | PSL,relatedData_s,True,False
10.4225/15/58eedf6812621,"AU/AADC > Australian Antarctic Data Centre, Australia",https://data.aad.gov.au/metadata/AAS_4414_MountBrownSouth_LawDome_icecores_seasalt_accumulation_2020,data.aad.gov.au,"El Niño Southern Oscillation signal in a new East Antarctic ice core, Mount Brown South",2026-09-04T15:36:02Z,2026-09-04T15:36:02Z,relatedData_s,False,hal-05624738,https://hal.science/hal-05624738v1,Weather Regimes Preclude the Observation of a Southern Annular Mode Signal in Two Coastal East Antarctic Ice Cores,ART,10.1029/2025JD045013,2026,IMAS | UTAS | UJ | RSES | ANU | OCCR | UNIBE | BGS | EPHE | PSL,relatedData_s,True,False
10.57745/ZZWKGQ,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/ZZWKGQ,entrepot.recherche.data.gouv.fr,RMQS1 16S operational taxonomic units,2026-09-02T13:24:31Z,2026-09-02T13:24:31Z,relatedData_s,False,hal-01843156,https://hal.science/hal-01843156v1,Mapping and predictive variations of soil bacterial richness across France,ART,10.1371/journal.pone.0186766,2017,INRA | UB | UBFC | InfoSol | GENOSCOPE | DRF (CEA) | CEA | iEES | UPMC | UPEC UP12,relatedData_s,True,False
10.57745/ZZWKGQ,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/ZZWKGQ,entrepot.recherche.data.gouv.fr,RMQS1 16S operational taxonomic units,2026-09-02T13:24:31Z,2026-09-02T13:24:31Z,relatedData_s,False,hal-03129732,https://hal.inrae.fr/hal-03129732v1,ReClustOR: a re‐clustering tool using an open‐reference method that improves operational taxonomic unit definition,ART,10.1111/2041-210x.13316,2020,UB | UBFC | INRAE,relatedData_s,True,False
10.57745/XBFOJP,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/XBFOJP,entrepot.recherche.data.gouv.fr,RMQS1 16S bioinformatic config files and control sample data,2026-09-02T13:24:31Z,2026-09-02T13:24:31Z,relatedData_s,False,hal-01843156,https://hal.science/hal-01843156v1,Mapping and predictive variations of soil bacterial richness across France,ART,10.1371/journal.pone.0186766,2017,INRA | UB | UBFC | InfoSol | GENOSCOPE | DRF (CEA) | CEA | iEES | UPMC | UPEC UP12,relatedData_s,True,False
10.57745/VLWJ51,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/VLWJ51,entrepot.recherche.data.gouv.fr,RMQS1 molecular microbial biomass,2026-09-02T13:24:26Z,2026-09-02T13:24:26Z,relatedData_s,False,hal-00698381,https://hal.science/hal-00698381v1,Biogeographical patterns of soil molecular microbial biomass as influenced by soil characteristics and management,ART,10.1111/j.1466-8238.2010.00628.x,2011,MSE | INRA | UB | InfoSol | LBBE | UCBL | VAS | CNRS | ADEME,relatedData_s,True,False
10.57745/VLWJ51,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/VLWJ51,entrepot.recherche.data.gouv.fr,RMQS1 molecular microbial biomass,2026-09-02T13:24:26Z,2026-09-02T13:24:26Z,relatedData_s,False,hal-01844377,https://institut-agro-dijon.hal.science/hal-01844377v1,Predictive model of soil molecular microbial biomass,ART,10.1016/j.ecolind.2015.12.004,2016,INRA | UB | InfoSol | ADEME,relatedData_s,True,False
10.57745/2V46MF,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/2V46MF,entrepot.recherche.data.gouv.fr,Unité Expérimentale d'Epoisses : Données collectées dans le cadre des études de sol du réseau CAREX,2026-09-02T13:23:32Z,2026-09-02T13:23:32Z,relatedData_s,False,hal-02791157,https://hal.inrae.fr/hal-02791157v1,UE Epoisses cartograhie des sols et de la réserve utile - Approche pédologique raisonnée par une prospection géophysique,REPORT,,2017,URSols | INRA | DIJ EPOISSES | UB | UBFC | InfoSol,relatedData_s,True,False
10.5281/zenodo.17020328,Zenodo,https://zenodo.org/doi/10.5281/zenodo.17020328,zenodo.org,"Data from ""Pygocephalids pancrustaceans from the Carboniferous of Nova Scotia, Canada, with comments on the cuticular micro-structures of Pygocephalamorpha""",2026-09-01T15:58:07Z,2026-09-01T15:58:07Z,relatedData_s,False,hal-05575977,https://hal.science/hal-05575977v1,"Pygocephalid pancrustaceans from the late Carboniferous of Nova Scotia, Canada, with comments on the cuticular microstructures of Pygocephalamorpha",ART,10.4138/atlgeo.2026.001,2026,CR2P | MNHN | SU | CNRS | GET | IRD | UT3 | Comue de Toulouse | INSU - CNRS | CNES,relatedData_s,True,False
10.5281/zenodo.14747448,Zenodo,https://zenodo.org/doi/10.5281/zenodo.14747448,zenodo.org,JoseBSL/EuPPollNet: EuPPollNet: A European database of plant-pollinator networks,2026-08-25T17:22:03Z,2026-08-25T17:22:03Z,relatedPublication_s,True,hal-04948867,https://ube.hal.science/hal-04948867v1,EuPPollNet : a European database of Plant‐Pollinator Networks,ART,10.1111/geb.70000,2025,MLU | iDiv | UFZ | BC3 | UPV / EHU | CEBC | ULR | CNRS | INRAE | LTSER-ZAPVS,relatedPublication_s,False,True
10.5281/zenodo.15497132,Zenodo,https://zenodo.org/doi/10.5281/zenodo.15497132,zenodo.org,"Location data from: ""Critical habitat thresholds for effective pollinator conservation in agricultural landscapes""",2026-08-17T14:10:02Z,2026-08-17T14:10:02Z,relatedData_s,False,hal-05329408,https://hal.inrae.fr/hal-05329408v1,Critical habitat thresholds for effective pollinator conservation in agricultural landscapes,ART,10.1126/science.adr2146,2025,WUR | EBD | CSIC | UBC | BC3 | UOR | SBiK-F | LG / WGL | NINA | P3F,relatedData_s,True,False
10.5061/dryad.nk98sf82b,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.nk98sf82b,datadryad.org,Data for: Critical habitat thresholds for effective pollinator conservation in agricultural landscapes,2026-08-17T14:10:02Z,2026-08-17T14:10:02Z,relatedData_s,False,hal-05329408,https://hal.inrae.fr/hal-05329408v1,Critical habitat thresholds for effective pollinator conservation in agricultural landscapes,ART,10.1126/science.adr2146,2025,WUR | EBD | CSIC | UBC | BC3 | UOR | SBiK-F | LG / WGL | NINA | P3F,relatedData_s,True,False
10.57745/T2RTDR,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/T2RTDR,entrepot.recherche.data.gouv.fr,Human emotional odours influence horses’ behaviour and physiology,2026-08-12T12:16:06Z,2026-08-12T12:16:06Z,relatedData_s,False,hal-05279443,https://hal.science/hal-05279443v2,Human emotional odours influence horses’ behaviour and physiology,ART,10.1371/journal.pone.0337948,2026,PRC | UT | NEOLAiA | CNRS | INRAE | IFCE | DOCC | CSGA | Institut Agro | UBE,relatedData_s,True,False
10.57745/YGWKU2,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/YGWKU2,entrepot.recherche.data.gouv.fr,Field-scale and landscape-scale drivers of insecticide use in oilseed rape crops across France - dataset,2026-08-04T03:20:07Z,2026-08-04T03:20:07Z,relatedData_s,False,hal-05709987,https://hal.inrae.fr/hal-05709987v1,Field-scale and landscape-scale drivers of insecticide use in oilseed rape crops across France,ART,10.1016/j.agsy.2026.104770,2026,INRAE | Institut Agro | UBE | UMR ABSys | Cirad | CIHEAM-IAMM | CIHEAM,relatedData_s,True,False
10.57745/0G65L7,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/0G65L7,entrepot.recherche.data.gouv.fr,Task 3.4 - Deliverable 1 - Life cycle assessment of the LETSPROSEED pulse protein ingredients,2026-07-29T15:16:59Z,2026-07-29T15:16:59Z,relatedData_s,False,hal-05371151,https://hal.science/hal-05371151v1,Life cycle inventories and environmental impact datasets for the semi-industrial processing of food Faba bean or Pea protein ingredients,ART,10.1016/j.dib.2025.112247,2025,STLO | INRAE | Institut Agro | BIA | UBE | PAM | PCAV,relatedData_s,True,False
10.57745/DFGUGB,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/DFGUGB,entrepot.recherche.data.gouv.fr,Impact des digestats de méthanisation sur la qualité biologique des sols : Evaluation d’impact à court terme en conditions contrôlées (Microcosmes),2026-07-28T14:22:17Z,2026-07-28T14:22:17Z,relatedPublication_s,True,hal-04266661,https://hal.science/hal-04266661v1,The short-term response of soil microbial communities to digestate application depends on the characteristics of the digestate and soil type,ART,10.1016/j.apsoil.2023.105105,2024,UB | UBFC | INRAE | Institut Agro | UR OPAALE | LEVA | ESA | IPSL | ENS-PSL | PSL,relatedPublication_s,False,True
10.57745/AKSR1A,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/AKSR1A,entrepot.recherche.data.gouv.fr,Biogeographical patterns of the soil fungal:bacterial ratio across France,2026-07-28T14:22:14Z,2026-07-28T14:22:14Z,relatedData_s,False,hal-04273989,https://hal.inrae.fr/hal-04273989v1,Biogeographical patterns of the soil fungal:bacterial ratio across France,ART,10.1128/msphere.00365-23,2023,UB | UBFC | INRAE | Institut Agro | Info&Sols,relatedData_s,True,False
10.57745/HBRMRX,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/HBRMRX,entrepot.recherche.data.gouv.fr,Glycosylated Stilbenes Biobased Production for Cosmetic Applications,2026-07-22T09:58:01Z,2026-07-22T09:58:01Z,relatedData_s,False,hal-01555716,https://ube.hal.science/hal-01555716v1,Anti-Cancer Activity of Resveratrol and Derivatives Produced by Grapevine Cell Suspensions in a 14 L Stirred Bioreactor.,ART,10.3390/molecules22030474,2017,MEDyC | URCA | CNRS | ICMR | INC-CNRS | URVVC | LNC | UB | INSERM,relatedData_s,True,False
10.57745/HBRMRX,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/HBRMRX,entrepot.recherche.data.gouv.fr,Glycosylated Stilbenes Biobased Production for Cosmetic Applications,2026-07-22T09:58:01Z,2026-07-22T09:58:01Z,relatedData_s,False,hal-01820982,https://ube.hal.science/hal-01820982v1,"Molecular analysis of differential antiproliferative activity of resveratrol, epsilon viniferin and labruscol on melanoma cells and normal dermal cells",ART,10.1016/j.fct.2018.04.043,2018,SiRMa | MEDyC | URCA | CNRS | LNC | UB | INSERM | SEBIO | INERIS | ULH,relatedData_s,True,False
10.57745/HBRMRX,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/HBRMRX,entrepot.recherche.data.gouv.fr,Glycosylated Stilbenes Biobased Production for Cosmetic Applications,2026-07-22T09:58:01Z,2026-07-22T09:58:01Z,relatedData_s,False,hal-02181902,https://univ-reims.hal.science/hal-02181902v1,"Cytotoxicity of Labruscol, a New Resveratrol Dimer Produced by Grapevine Cell Suspensions, on Human Skin Melanoma Cancer Cell Line HT-144",ART,10.3390/molecules22111940,2017,MEDyC | URCA | CNRS | ICMR | INC-CNRS | URVVC | LNC | UB | INSERM | ENSBANA,relatedData_s,True,False
10.15454/XSVVBW,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/XSVVBW,entrepot.recherche.data.gouv.fr,PO² Process and Observation Ontology,2026-07-21T14:15:12Z,2026-07-21T14:15:12Z,relatedData_s,False,hal-01418097,https://agroparistech.hal.science/hal-01418097v1,PO² - A Process and Observation Ontology in Food Science. Application to Dairy Gels,COMM,10.1007/978-3-319-49157-8_13,2016,MIA-Paris | INRA | UB,relatedData_s,True,False
