dataset_doi,repository,landing_url,landing_host,dataset_title,retrieved_at,hal_modified_at,source_fields,has_misfiled_source,halId_s,hal_uri,hal_title,hal_docType,publication_doi,producedDateY_i,laboratories,source_field,field_ok,misfiled_dataset_link
10.15454/XSVVBW,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/XSVVBW,entrepot.recherche.data.gouv.fr,PO² Process and Observation Ontology,2026-07-21T14:15:12Z,2026-07-21T14:15:12Z,relatedData_s,False,hal-02043246,https://agroparistech.hal.science/hal-02043246v1,"Relating transformation process, eco-design, composition and sensory quality in cheeses using PO2 ontology",ART,10.1016/j.idairyj.2019.01.003,2019,GMPA | INRA | MIA-Paris | CSGA | UB | CNRS | URTAL,relatedData_s,True,False
10.15454/XSVVBW,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.15454/XSVVBW,entrepot.recherche.data.gouv.fr,PO² Process and Observation Ontology,2026-07-21T14:15:12Z,2026-07-21T14:15:12Z,relatedData_s,False,hal-04197618,https://hal.inrae.fr/hal-04197618v1,"PO2/TransformON, an ontology for data integration on food, feed, bioproducts and biowaste engineering",ART,10.1038/s41538-023-00221-2,2023,BIA | INRAE | UMR IATE | Institut Agro | UM | MIA Paris-Saclay | URTAL | TRANSFORM | CSGA | UB,relatedData_s,True,False
10.15454/F40EXP,Recherche Data Gouv,https://data.inrae.fr/citation?persistentId=doi:10.15454/F40EXP,data.inrae.fr,"Dataset on model cheeses composition, rheological and sensory properties, from six different projects exported from BaGaTel database.",2026-07-21T14:15:12Z,2026-07-21T14:15:12Z,relatedData_s,False,hal-03197788,https://hal.inrae.fr/hal-03197788v1,"Relationships between cheese composition, rheological and sensory properties highlighted using the BaGaTel database",ART,10.1016/j.idairyj.2021.105039,2021,CSGA | UB | CNRS | INRAE | UBFC | URTAL | SayFood,relatedData_s,True,False
10.57745/VWYUEB,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/VWYUEB,entrepot.recherche.data.gouv.fr,"Dataset from a long-term experiment on the effect of cropping systems and tillage on soil organic carbon, total nitrogen, microbial biomass carbon and nitrogen mineralization rate",2026-07-16T14:48:02Z,2026-07-16T14:48:02Z,relatedData_s,False,hal-05639869,https://institut-agro-dijon.hal.science/hal-05639869v1,"Plant carbon inputs drive the stratification of soil organic carbon, microbial biomass and mineralizable nitrogen after reducing soil tillage",ART,10.1016/j.geoderma.2026.117874,2026,UA | ULiège | UPJV | ULCO | INRAE | JUNIA | UCL | UMR Eco&Sols | Cirad | IRD,relatedData_s,True,False
10.57745/MEV4FF,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/MEV4FF,entrepot.recherche.data.gouv.fr,Simulated exploration of unknown environment by OF-shape based regulation on fully actuated hexarotor,2026-07-10T11:46:36Z,2026-07-10T11:46:36Z,relatedData_s,False,hal-05374840,https://hal.science/hal-05374840v2,Heading Toward Apertures Using Panoramic Optic Flow for Aerial Exploration,ART,10.1080/01691864.2026.2667369,2025,ISM | AMU | CNRS | LIB | UBE | UB | LCFC | UL | Lab-STICC_ROBEX | Lab-STICC,relatedData_s,True,False
10.57745/5VJQHM,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/5VJQHM,entrepot.recherche.data.gouv.fr,Camera Underwater images in front of underwater nettings at Lake Guerlédan,2026-07-08T16:42:46Z,2026-07-08T16:42:46Z,relatedData_s,False,hal-04139578,https://hal.science/hal-04139578v1,Safety Net Detection by Optic Flow Processing,COMM,10.1109/ICUAS57906.2023.10156597,2023,ISM | AMU | CNRS | LIB | UB | LCFC | UL,relatedData_s,True,False
10.57745/5VJQHM,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/5VJQHM,entrepot.recherche.data.gouv.fr,Camera Underwater images in front of underwater nettings at Lake Guerlédan,2026-07-08T16:42:46Z,2026-07-08T16:42:46Z,relatedData_s,False,hal-05120953,https://hal.science/hal-05120953v1,Underwater Netting Detection and Distance Estimation using Optic Flow,UNDEFINED,,2025,ISM | AMU | CNRS | Lab-STICC_ROBEX | Lab-STICC | ENIB | UBO EPE | Bretagne INP | UBS | IMT Atlantique,relatedData_s,True,False
10.5281/zenodo.16994482,Zenodo,https://zenodo.org/doi/10.5281/zenodo.16994482,zenodo.org,Datasets and code of Evaluating and Understanding the Geocoding of City Directories of Paris (1787-1914),2026-07-08T03:57:24Z,2026-07-08T03:57:24Z,relatedPublication_s,True,hal-05498176,https://cnrs.hal.science/hal-05498176v1,Evaluating and Understanding the Geocoding of City Directories of Paris (1787-1914): Data-Driven Geography of Urban Sprawl and Densification,ART,10.63744/eh2pbu98sxve,2026,ThéMA | CNRS | UMLP | UBE | CRH (UMR 8558 CNRS / EHESS) | EHESS | LRE | EPITA | LaSTIG | EIVP,relatedPublication_s,False,True
10.57745/EOAKKA,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/EOAKKA,entrepot.recherche.data.gouv.fr,Quantitative sodium MRI in carrots,2026-06-24T18:03:28Z,2026-06-24T18:03:28Z,relatedData_s | seeAlso_s,False,hal-05051650,https://hal.inrae.fr/hal-05051650v1,Impact of salting practices on sodium distribution in carrots assessed by quantitative MRI,ART,10.1016/j.foodres.2025.116351,2025,QuaPA | INRAE | CSGA | CNRS | Institut Agro | UBE,relatedData_s,True,False
10.57745/EOAKKA,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/EOAKKA,entrepot.recherche.data.gouv.fr,Quantitative sodium MRI in carrots,2026-06-24T18:03:28Z,2026-06-24T18:03:28Z,relatedData_s | seeAlso_s,False,hal-05051650,https://hal.inrae.fr/hal-05051650v1,Impact of salting practices on sodium distribution in carrots assessed by quantitative MRI,ART,10.1016/j.foodres.2025.116351,2025,QuaPA | INRAE | CSGA | CNRS | Institut Agro | UBE,seeAlso_s,False,False
10.57745/BRGZNJ,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/BRGZNJ,entrepot.recherche.data.gouv.fr,Spatiotemporal quantification of sodium concentration in carrot,2026-06-24T18:03:28Z,2026-06-24T18:03:28Z,relatedData_s,False,hal-05051655,https://hal.inrae.fr/hal-05051655v1,Spatiotemporal quantification of sodium concentration in food using magnetic resonance imaging,ART,10.1016/j.foodres.2025.116416,2025,QuaPA | INRAE | CSGA | CNRS | Institut Agro | UBE,relatedData_s,True,False
10.57745/Z4HXOQ,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/Z4HXOQ,entrepot.recherche.data.gouv.fr,Quantification of Plasmopara viticola oospores in soil and their spatial distribution in a vineyard,2026-06-17T03:23:56Z,2026-06-17T03:23:56Z,relatedData_s,False,hal-04827822,https://hal.inrae.fr/hal-04827822v1,Quantitative assessment and spatial distribution of Plasmopara viticola oospores in vineyard soil,UNDEFINED,10.1101/2024.07.29.605284,2024,Bordeaux Sciences Agro | UMR SAVE | UB | INRAE | CSGA | CNRS | Institut Agro | UBE | UMR EGFV | UMR CBGP,relatedData_s,True,False
10.5061/dryad.bzkh189pc,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.bzkh189pc,datadryad.org,A genotype-by-sequencing dataset and identity-by-state matrix of genetic variation in Pinus radiata from 16 counties,2026-06-10T15:14:02Z,2026-06-10T15:14:02Z,relatedData_s,False,hal-05299715,https://hal.inrae.fr/hal-05299715v1,A genotype-by-sequencing dataset and identity-by-state matrix of genetic variation in 821 Pinus radiata trees from 16 counties,ART,10.1016/j.dib.2025.112123,2025,GECI | ELGO -DIMITRA | UMR ISPA | Bordeaux Sciences Agro | INRAE | BioForA | ONF | UEFP | INIAV | ITQB,relatedData_s,True,False
10.13144/lil-0474,Progedo-Adisp,https://data.progedo.fr/studies/doi/10.13144/lil-0474,data.progedo.fr,Génération 2004 - Interrogation à 3 ans - 2007,2026-06-06T09:04:25Z,2026-06-06T09:04:25Z,relatedData_s,False,halshs-00694452,https://shs.hal.science/halshs-00694452v1,L'effet de la qualité des stages sur l'insertion professionnelle des diplômés de l'enseignement supérieur,ART,10.4000/formationemploi.3514,2012,IREDU | UB | CEE | M.E.N.E.S.R. | CEPN | UP13 | USPC | CNRS,relatedData_s,True,False
10.13144/lil-0474,Progedo-Adisp,https://data.progedo.fr/studies/doi/10.13144/lil-0474,data.progedo.fr,Génération 2004 - Interrogation à 3 ans - 2007,2026-06-06T09:04:25Z,2026-06-06T09:04:25Z,relatedData_s,False,halshs-00816074,https://shs.hal.science/halshs-00816074v1,Recherches d'emploi et mobilités sur le marché du travail : une analyse comparée de l'enquête Génération et de l'enquête Emploi,COMM,,2012,IREDU | UB | CEE | M.E.N.E.S.R. | INED | EconomiX | UPN | CNRS | LED | UP8,relatedData_s,True,False
10.57745/JK5WCD,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/JK5WCD,entrepot.recherche.data.gouv.fr,RMQS1 16S microbial habitat,2026-06-05T03:27:04Z,2026-06-05T03:27:04Z,relatedData_s,False,hal-03014310,https://institut-agro-dijon.hal.science/hal-03014310v1,Biogeography of soil microbial habitats across France,ART,10.1111/geb.13118,2020,UB | UBFC | INRAE | LAE | UL | InfoSol | UMR 8030 | GENOSCOPE | DRF (CEA) | CEA,relatedData_s,True,False
10.5281/zenodo.7447302,Zenodo,https://zenodo.org/record/7447302,zenodo.org,Berlin EmoDB,2026-06-05T03:26:38Z,2026-06-05T03:26:38Z,relatedData_s,False,hal-05644563,https://ube.hal.science/hal-05644563v1,Multi-channel CNN-based emotion recognition using recurrence plot representations of speech,COMM,10.1109/bibm58861.2023.10385734,2023,ICS-FORTH | FORTH,relatedData_s,True,False
10.57745/P4G16N,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/P4G16N,entrepot.recherche.data.gouv.fr,"Cover crop and weed biomass with their nitrogen and carbon content sampled in cover crop mixture according to mixture, irriguation and nitrogen fertilisation at sowing",2026-06-02T14:22:20Z,2026-06-02T14:22:20Z,relatedData_s,False,hal-03641417,https://institut-agro-dijon.hal.science/hal-03641417v1,Weed suppression in cover crop mixtures under contrasted levels of resource availability,ART,10.1016/j.eja.2022.126499,2022,UB | UBFC | INRAE | DIJ EPOISSES,relatedData_s,True,False
10.57745/P4G16N,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/P4G16N,entrepot.recherche.data.gouv.fr,"Cover crop and weed biomass with their nitrogen and carbon content sampled in cover crop mixture according to mixture, irriguation and nitrogen fertilisation at sowing",2026-06-02T14:22:20Z,2026-06-02T14:22:20Z,relatedData_s,False,hal-04052344,https://hal.inrae.fr/hal-04052344v1,Carry-over effects of cover crops on weeds and crop productivity in no-till systems,ART,10.1016/j.fcr.2023.108899,2023,UB | UBFC | INRAE | Institut Agro | DIJ EPOISSES,relatedData_s,True,False
10.57745/4SAZUO,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/4SAZUO,entrepot.recherche.data.gouv.fr,Faisabilité climatique de la vigne en France : indicateurs agro/écoclimatiques.,2026-06-01T15:41:47Z,2026-06-01T15:41:47Z,relatedData_s,False,hal-03583862,https://hal.inrae.fr/hal-03583862v1,La diversité des vignobles français face au changement climatique : simulations climatiques et prospective participative,ART,10.1051/climat/202118003,2021,UMR EGFV | UB | Bordeaux Sciences Agro | INRAE | BGS | CNRS | SVQV | UNISTRA | AGROCLIM | INAO,relatedData_s,True,False
10.5281/zenodo.10809586,Zenodo,https://zenodo.org/doi/10.5281/zenodo.10809586,zenodo.org,"Data and R scripts supporting the article: ""Wing shape evolution is not constrained by ancestral genetic covariances in the invasive Drosophila suzukii """,2026-05-30T03:13:27Z,2026-05-30T03:13:27Z,relatedData_s,False,hal-05632707,https://ube.hal.science/hal-05632707v1,Wing shape evolution is not constrained by ancestral genetic covariances in the invasive Drosophila suzukii,ART,10.24072/pcjournal.707,2026,ISYEB | MNHN | EPHE | PSL | SU | CNRS | UA | BGS | UBE | CEFE,relatedData_s,True,False
10.5281/zenodo.14884485,Zenodo,https://zenodo.org/doi/10.5281/zenodo.14884485,zenodo.org,Relationship between seed predation and activity-density of carabid beetles in farmland; a meta-regression (dataset and code),2026-05-12T17:02:04Z,2026-05-12T17:02:04Z,relatedData_s,False,hal-04959610,https://hal.science/hal-04959610v1,Relationship between seed predation and activity-density of carabid beetles in farmland: A meta-regression,ART,10.1016/j.agee.2025.109551,2025,INRAE | Institut Agro | UBE | UMR CBGP | Cirad | IRD [Occitanie] | IRD | UM | WUR | MIA Paris-Saclay,relatedData_s,True,False
10.5281/zenodo.13737015,Zenodo,https://zenodo.org/doi/10.5281/zenodo.13737015,zenodo.org,leagenty/dataset_Genty_et_al_2025_margin_services: final_version_first_submission_license_added,2026-05-12T17:02:04Z,2026-05-12T17:02:04Z,relatedPublication_s,True,hal-05446068,https://hal.science/hal-05446068v1,Intensive management negatively impacts field margin ecosystem service indicators at both field and landscape levels,ART,10.1002/eap.70161,2026,LSV Montpellier | LSV | ANSES | UMR CBGP | Cirad | IRD [Occitanie] | IRD | INRAE | Institut Agro | UM,relatedPublication_s,False,True
10.57745/NMIPCY,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/NMIPCY,entrepot.recherche.data.gouv.fr,"Data associated to the paper ""Scale dependence in agricultural drivers of field margin plant communities: influence of spatial resolution and extent""",2026-05-12T17:02:04Z,2026-05-12T17:02:04Z,relatedData_s,False,hal-04254641,https://hal.inrae.fr/hal-04254641v1,Agricultural drivers of field margin plant communities are scale-dependent,ART,10.1016/j.baae.2023.08.003,2023,UMR CBGP | Cirad | IRD [Occitanie] | IRD | INRAE | Institut Agro | UM | LSV Montpellier | LSV | ANSES,relatedData_s,True,False
10.57745/HORXAJ,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/HORXAJ,entrepot.recherche.data.gouv.fr,"Assessing the non-target effects of herbicides on field margin plant communities after controlling for soil, climate, local context and landscape metrics",2026-05-12T17:02:04Z,2026-05-12T17:02:04Z,relatedData_s,False,hal-05446093,https://hal.science/hal-05446093v1,"Assessing the non-target effects of herbicides on field margin plant communities after controlling for soil, climate, local context and landscape metrics",ART,10.1016/j.agee.2025.110190,2026,INRAE | Institut Agro | UBE | LSV Montpellier | LSV | ANSES | UMR CBGP | Cirad | IRD [Occitanie] | IRD,relatedData_s,True,False
10.6084/m9.figshare.24454609,Figshare,https://figshare.com/articles/dataset/Supplementary_material_b_Branch_then_sting_the_two_step_evolution_of_defensive_cage_architectures_in_herbivore-driven_ecosystems_b_/24454609,figshare.com,Supplementary material: <b>Branch then sting: the two step evolution of defensive cage architectures in herbivore-driven ecosystems</b>,2026-05-12T17:02:04Z,2026-05-12T17:02:04Z,relatedData_s,False,hal-04513209,https://hal.inrae.fr/hal-04513209v1,Blocking then stinging as a case of two-step evolution of defensive cage architectures in herbivore-driven ecosystems,ART,10.1038/s41477-024-01649-4,2024,CAS | UCAS | UMR AMAP | Cirad | CNRS | IRD [Occitanie] | IRD | INRAE | UM | UB,relatedData_s,True,False
10.5061/dryad.n0n60,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.n0n60,datadryad.org,"Data from: Genetic structure and invasion history of the house mouse (Mus musculus domesticus) in Senegal, West Africa: a legacy of colonial and contemporary times",2026-05-12T17:02:03Z,2026-05-12T17:02:03Z,relatedData_s,False,hal-01576202,https://hal.science/hal-01576202v1,"Genetic structure and invasion history of the house mouse (Mus musculus domesticus) in Senegal, West Africa: a legacy of colonial and contemporary times.",ART,10.1038/hdy.2017.18,2017,UMR CBGP | Cirad | INRA | Montpellier SupAgro | UM | IRD [Occitanie] | IRD | IBC | Inria | CNRS,relatedData_s,True,False
10.18167/DVN1/HIEXNF,CIRAD Dataverse,https://dataverse.cirad.fr/citation?persistentId=doi:10.18167/DVN1/HIEXNF,dataverse.cirad.fr,"A dataset on above- and below-ground traits of 17 cover crops, two wild plant species and two banana cultivars, cultivated individually",2026-05-07T13:58:52Z,2026-05-07T13:58:52Z,relatedData_s,False,hal-03146377,https://hal.inrae.fr/hal-03146377v1,"A dataset on above- and below-ground traits of 21 species found in banana cropping systems, cultivated individually",ART,10.1016/j.dib.2020.105890,2020,UR GECO | Cirad | UB | UBFC | INRAE,relatedData_s,True,False
10.5281/zenodo.10597854,Zenodo,https://zenodo.org/doi/10.5281/zenodo.10597854,zenodo.org,Data supporting: Are high-throughput root-phenotyping platforms suitable for informing root-system architecture models with genotype-specific parameters? An evaluation based on the root model ArchiSimple and a small panel of wheat cultivars,2026-05-05T16:38:03Z,2026-05-05T16:38:03Z,relatedData_s,False,hal-04553063,https://hal.inrae.fr/hal-04553063v1,Are high-throughput root phenotyping platforms suitable for informing root system architecture models with genotype-specific parameters? An evaluation based on the root model ArchiSimple and a small panel of wheat cultivars,ART,10.1093/jxb/erae009,2024,LEPSE | INRAE | Institut Agro | UCLouvain | ELIE | UB | UBFC | GQE-Le Moulon | CNRS,relatedData_s,True,False
10.5281/zenodo.14009106,Zenodo,https://zenodo.org/doi/10.5281/zenodo.14009106,zenodo.org,Subjective Quality Assessment of Foveated Omnidirectional Images in Virtual Reality (FOIQA),2026-05-05T16:37:52Z,2026-05-05T16:37:52Z,relatedData_s | seeAlso_s,False,hal-05120194,https://hal.science/hal-05120194v1,Subjective Quality Assessment of Foveated Omnidirectional Images in Virtual Reality,ART,10.1109/OJID.2025.3556364,2025,NTNU | CORES | ImViA | UBE | UP | XLIM-ASALI | XLIM | UNILIM | CNRS,relatedData_s,True,False
10.5281/zenodo.14009106,Zenodo,https://zenodo.org/doi/10.5281/zenodo.14009106,zenodo.org,Subjective Quality Assessment of Foveated Omnidirectional Images in Virtual Reality (FOIQA),2026-05-05T16:37:52Z,2026-05-05T16:37:52Z,relatedData_s | seeAlso_s,False,hal-05120194,https://hal.science/hal-05120194v1,Subjective Quality Assessment of Foveated Omnidirectional Images in Virtual Reality,ART,10.1109/OJID.2025.3556364,2025,NTNU | CORES | ImViA | UBE | UP | XLIM-ASALI | XLIM | UNILIM | CNRS,seeAlso_s,False,False
10.5281/zenodo.15428747,Zenodo,https://zenodo.org/doi/10.5281/zenodo.15428747,zenodo.org,"Model data for the figures of Obase et al. entitled ""Multi-model assessment of the deglacial climatic evolution at high southern latitudes""",2026-05-05T16:37:41Z,2026-05-05T16:37:41Z,relatedData_s,False,hal-05222699,https://ube.hal.science/hal-05222699v1,Multi-model assessment of the deglacial climatic evolution at high southern latitudes.,ART,10.5194/cp-21-1443-2025,2025,AORI | UTokyo | JAMSTEC | CCRC | UNSW | CAGE | UiT | BGS | EPHE | PSL,relatedData_s,True,False
10.5281/zenodo.15309541,Zenodo,https://zenodo.org/doi/10.5281/zenodo.15309541,zenodo.org,"Dataset of 111 metagenome-assembled genomes from cattle manure, soil and manured soil samples",2026-05-05T16:37:41Z,2026-05-05T16:37:41Z,relatedData_s,False,hal-05248793,https://hal.inrae.fr/hal-05248793v1,"Dataset of 111 metagenome-assembled genomes from cattle manure, soil and manured soil samples",ART,10.1016/j.dib.2025.111748,2025,INRAE | Institut Agro | UBE | BIOLOGY CENTRE CAS | CAS,relatedData_s,True,False
10.13144/lil-1649,Progedo-Adisp,https://data.progedo.fr/studies/doi/10.13144/lil-1649,data.progedo.fr,Génération 2017 - Interrogation à 3 ans - 2020,2026-05-05T15:53:44Z,2026-05-05T15:53:44Z,relatedData_s,False,hal-03788372,https://hal.science/hal-03788372v1,Sortants du supérieur : le niveau de diplôme ne résume pas les trajectoires d'insertion,ART,,2022,CEREQ | M.E.N.E.S.R. | IREDU | UB | UBFC,relatedData_s,True,False
10.13144/lil-1649,Progedo-Adisp,https://data.progedo.fr/studies/doi/10.13144/lil-1649,data.progedo.fr,Génération 2017 - Interrogation à 3 ans - 2020,2026-05-05T15:53:44Z,2026-05-05T15:53:44Z,relatedData_s,False,halshs-04826959,https://shs.hal.science/halshs-04826959v1,Se réaliser professionnellement dans un emploi déclassé : entre contexte familial et conditions de travail,COUV,10.4000/12q7h,2024,IREDU | UB | UBFC | CEREQ | M.E.N.E.S.R.,relatedData_s,True,False
10.13144/lil-1649,Progedo-Adisp,https://data.progedo.fr/studies/doi/10.13144/lil-1649,data.progedo.fr,Génération 2017 - Interrogation à 3 ans - 2020,2026-05-05T15:53:44Z,2026-05-05T15:53:44Z,relatedData_s,False,halshs-05377217,https://shs.hal.science/halshs-05377217v1,Le CAP : entre rôle social et diplôme d'insertion,REPORT,,2025,CEREQ | M.E.N.E.S.R. | IREDU | UBE,relatedData_s,True,False
10.13144/lil-1649,Progedo-Adisp,https://data.progedo.fr/studies/doi/10.13144/lil-1649,data.progedo.fr,Génération 2017 - Interrogation à 3 ans - 2020,2026-05-05T15:53:44Z,2026-05-05T15:53:44Z,relatedData_s,False,halshs-05515437,https://shs.hal.science/halshs-05515437v1,Bénéficier de la Garantie jeunes : une plus-value pour l’insertion des jeunes en situation de vulnérabilité ?,COUV,10.4000/12q7e,2024,CEREQ | M.E.N.E.S.R. | IREDU | UB | UBFC,relatedData_s,True,False
10.13144/lil-0167,Progedo-Adisp,https://data.progedo.fr/studies/doi/10.13144/lil-0167,data.progedo.fr,Génération 1998 - Interrogation à 3 ans - 2001,2026-05-05T15:53:44Z,2026-05-05T15:53:44Z,relatedData_s,False,halshs-00006898,https://shs.hal.science/halshs-00006898v1,Les débuts dans la vie active des jeunes issus de l'immigration après des études supérieures,ART,,2004,URMIS | UNS | UPD7 | CNRS | IREDU | UB,relatedData_s,True,False
10.57745/LCA116,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/LCA116,entrepot.recherche.data.gouv.fr,"Référentiel de performances économiques, environnementales et sociales de pratiques culturales économes en intrants",2026-05-05T15:53:43Z,2026-05-05T15:53:43Z,relatedData_s,False,hal-05504216,https://hal.inrae.fr/hal-05504216v1,"How does low-input crop management perform? Economic, environmental and social assessment data on different arable crop management strategies in France",ART,10.1016/j.dib.2025.112316,2026,INRAE | Institut Agro | UBE | Agronomie,relatedData_s,True,False
10.5061/dryad.dh46139,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.dh46139,datadryad.org,Data from: The Rapoport effect and the climatic variability hypothesis in Early Jurassic ammonites,2026-05-05T15:53:43Z,2026-05-05T15:53:43Z,relatedData_s,False,hal-01900414,https://hal.science/hal-01900414v1,The Rapoport effect and the climatic variability hypothesis in Early Jurassic ammonites,ART,10.1111/pala.12389,2018,BGS | UB | CNRS | Evo-Eco-Paléo (EEP) | MHNG,relatedData_s,True,False
10.57745/F0SIEX,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/F0SIEX,entrepot.recherche.data.gouv.fr,Integration DeepLabv3+ applied to RGB images and vegetation indices for nitrogen status in cereal-legume inter-cropping system,2026-05-05T15:53:38Z,2026-05-05T15:53:38Z,relatedData_s,False,hal-05242519,https://hal.inrae.fr/hal-05242519v1,Monitoring the nitrogen status of a cereal in intercropping by semantic segmentation of RGB images,COMM,10.1163/9789004725232_060,2025,INRAE | Institut Agro | UBE,relatedData_s,True,False
10.57745/DZIM2L,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/DZIM2L,entrepot.recherche.data.gouv.fr,Camera images from embedded Camera on a drone flying in front of walls and nettings in simulation and experimental data,2026-05-05T15:53:38Z,2026-05-05T15:53:38Z,relatedData_s,False,hal-04966013,https://hal.science/hal-04966013v3,Netting and Background Distinction with In-Flight Optic Flow,ART,10.1007/s42235-025-00677-w,2025,ISM | AMU | CNRS | LIB | UBE | LCFC | UL | Lab-STICC_ROBEX | Lab-STICC | ENIB,relatedData_s,True,False
10.13144/lil-1084,Progedo-Adisp,https://data.progedo.fr/studies/doi/10.13144/lil-1084,data.progedo.fr,Génération 2010 - Interrogation à 3 ans - 2013,2026-05-05T15:53:38Z,2026-05-05T15:53:38Z,relatedData_s,False,halshs-01878128,https://shs.hal.science/halshs-01878128v1,"Expériences à l'étranger en cours d'études et insertion : des liens complexes, pour quelle plus-value ?",ART,10.4000/formationemploi.5411,2018,CEREQ | M.E.N.E.S.R. | IREDU | UB | UBFC | INED | CMW | ENS de Lyon | UL2 | UJM,relatedData_s,True,False
10.13144/lil-1084,Progedo-Adisp,https://data.progedo.fr/studies/doi/10.13144/lil-1084,data.progedo.fr,Génération 2010 - Interrogation à 3 ans - 2013,2026-05-05T15:53:38Z,2026-05-05T15:53:38Z,relatedData_s,False,halshs-05377217,https://shs.hal.science/halshs-05377217v1,Le CAP : entre rôle social et diplôme d'insertion,REPORT,,2025,CEREQ | M.E.N.E.S.R. | IREDU | UBE,relatedData_s,True,False
10.6084/m9.figshare.27201498,Figshare,https://figshare.com/articles/dataset/Code_and_data_repository_for_b_Niche-environment_interaction_controlled_marine_biodiversity_and_its_spatial_arrangement_during_the_Phanerozoic_b_Balembois_et_al_2024_/27201498,figshare.com,"Code and data repository for <b>Unravelling</b><b> the drivers of marine biodiversity across the Phanerozoic</b> (Balembois et al., 2025)",2026-05-05T15:53:34Z,2026-05-05T15:53:34Z,relatedData_s,False,hal-05286789,https://hal.science/hal-05286789v1,Unravelling the drivers of marine biodiversity across the Phanerozoic,ART,10.1038/s41467-025-63428-9,2025,LOG | INSU - CNRS | ULCO | CNRS | IRD [Ile-de-France] | BGS | EPHE | PSL | UBE | LGL-TPE,relatedData_s,True,False
10.6084/m9.figshare.29473952,Figshare,https://figshare.com/articles/dataset/Cartesian_coordinates/29473952,figshare.com,Cartesian coordinates for SEAr Pyrroline + Thiophenes,2026-05-05T15:53:33Z,2026-05-05T15:53:33Z,relatedData_s,False,hal-05269143,https://ube.hal.science/hal-05269143v1,Substituent Effect on the Nucleophilic Aromatic Substitution of Thiophenes With Pyrrolidine: Theoretical Mechanistic and Reactivity Study,ART,10.1002/jcc.70169,2025,ICMUB | INC-CNRS | CNRS | UBE | CHPNR | FSM | UM | LPCT | UL,relatedData_s,True,False
10.18167/DVN1/ZRTW02,CIRAD Dataverse,https://dataverse.cirad.fr/citation?persistentId=doi:10.18167/DVN1/ZRTW02,dataverse.cirad.fr,Grand Débat National - Données enrichies,2026-05-05T15:53:26Z,2026-05-05T15:53:26Z,relatedData_s | seeAlso_s,False,hal-05177152,https://hal.science/hal-05177152v1,Qui a peur du changement climatique ?,COMM,,2019,IRSTEA | UMR TETIS | Cirad | CNRS | LIB | UB,relatedData_s,True,False
10.18167/DVN1/ZRTW02,CIRAD Dataverse,https://dataverse.cirad.fr/citation?persistentId=doi:10.18167/DVN1/ZRTW02,dataverse.cirad.fr,Grand Débat National - Données enrichies,2026-05-05T15:53:26Z,2026-05-05T15:53:26Z,relatedData_s | seeAlso_s,False,hal-05177152,https://hal.science/hal-05177152v1,Qui a peur du changement climatique ?,COMM,,2019,IRSTEA | UMR TETIS | Cirad | CNRS | LIB | UB,seeAlso_s,False,False
10.57745/CBSTP0,Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/citation?persistentId=doi:10.57745/CBSTP0,entrepot.recherche.data.gouv.fr,Wild hop bacterial microbiota (Humulus lupulus L.),2026-05-05T15:53:25Z,2026-05-05T15:53:25Z,relatedData_s,False,hal-05166702,https://hal.inrae.fr/hal-05166702v1,Fingerprinting and chemotyping approaches reveal a wide genetic and metabolic diversity among wild hops (Humulus lupulus L.),ART,10.1371/journal.pone.0322330,2025,LAE | UL | INRAE | Institut Agro | UBE,relatedData_s,True,False
