doi,title,repository,publisher,landing_url,commons_url,client_id,publication_year,also_on_hal,hal_publications,hal_ids,match_reasons,object_kind
10.25666/dataubfc-2026-02-27,Transkarst,Laboratoire Chrono-environnement,Laboratoire Chrono-environnement,https://search-data.ubfc.fr/FR-13002091000019-2026-02-27_Transkarst.html,https://commons.datacite.org/doi.org/10.25666/dataubfc-2026-02-27,inist.osutheta,2026,False,0,,,other
10.25666/dataubfc-2026-03-27,Dissolved organic carbon concentrations and isotopic compositions of the Dziani Dzaha lake,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-03-27_Dissolved-organic-carbon-concentrations-and.html,https://commons.datacite.org/doi.org/10.25666/dataubfc-2026-03-27,inist.osutheta,2026,False,0,,,other
10.25666/dataubfc-2026-04-02,"Calculated molecular structures for ""A Heterobimetallic Journey from Ambiphilic Ti Phosphide to Nu-cleophilic Ti/Ir Phosphinidene""",dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-04-02_Calculated-molecular-structures-for-A.html,https://commons.datacite.org/doi.org/10.25666/dataubfc-2026-04-02,inist.osutheta,2026,False,0,,,other
10.25666/dataubfc-2026-04-08,Deep Learning for enhanced 3D landmark positioning: addressing biases in traditional registration methods,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-04-08_Deep-Learning-for-enhanced-3D-landmark.html,https://commons.datacite.org/doi.org/10.25666/dataubfc-2026-04-08,inist.osutheta,2026,False,0,,,other
10.25666/dataubfc-2026-04-16,Dissolved Organic Carbon concentrations and isotopes in Mexican lakes and aquifers,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-04-16_Dissolved-Organic-Carbon-concentrations-and.html,https://commons.datacite.org/doi.org/10.25666/dataubfc-2026-04-16,inist.osutheta,2026,False,0,,,other
10.25666/dataubfc-2026-05-20,Compete for a reduced acoustic space: Impact of anthropogenic noise and interspecific competition on Blue tit and Great tit songs,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-05-20_Compete-for-a-reduced-acoustic-space-Impact-of.html,https://commons.datacite.org/doi.org/10.25666/dataubfc-2026-05-20,inist.osutheta,2026,False,0,,,other
10.25666/dataubfc-2026-07-06,Revealing song repertoire of great tit (Parus major) using an automated unsupervised approach,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-07-06_Revealing-song-repertoire-of-great-tit-Parus.html,https://commons.datacite.org/doi.org/10.25666/dataubfc-2026-07-06,inist.osutheta,2026,False,0,,,other
10.25666/dataubfc-2026-07-15,"Aerosol Atmospheric River Catalogue : Mineral Dust, CAMS Reanalysis",dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-07-15_Aerosol-Atmospheric-River-Catalogue-Mineral.html,https://commons.datacite.org/doi.org/10.25666/dataubfc-2026-07-15,inist.osutheta,2026,False,0,,,other
10.25666/dataubfc-2026-07-15-02,"Aerosol Atmospheric River Catalogue : Organic Matter, CAMS Reanalysis",dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-07-15-02_Aerosol-Atmospheric-River-Catalogue-Organic.html,https://commons.datacite.org/doi.org/10.25666/dataubfc-2026-07-15-02,inist.osutheta,2026,False,0,,,other
10.25666/dataubfc-2026-07-15-03,"Aerosol Atmospheric River Catalogue : Black Carbon, CAMS Reanalysis",dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-07-15-03_Aerosol-Atmospheric-River-Catalogue-Black.html,https://commons.datacite.org/doi.org/10.25666/dataubfc-2026-07-15-03,inist.osutheta,2026,False,0,,,other
10.25666/dataubfc-2026-07-15-04,"Aerosol Atmospheric River Catalogue : Mineral Dust, MERRA2 Reanalysis",dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-07-15-04_Aerosol-Atmospheric-River-Catalogue-Mineral.html,https://commons.datacite.org/doi.org/10.25666/dataubfc-2026-07-15-04,inist.osutheta,2026,False,0,,,other
10.25666/dataubfc-2026-07-15-05,"Aerosol Atmospheric River Catalogue : Black Carbon, MERRA2 Reanalysis",dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-07-15-05_Aerosol-Atmospheric-River-Catalogue-Black.html,https://commons.datacite.org/doi.org/10.25666/dataubfc-2026-07-15-05,inist.osutheta,2026,False,0,,,other
10.25666/dataubfc-2026-07-15-06,"Aerosol Atmospheric River Catalogue : Organic Carbon, MERRA2 Reanalysis",dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-07-15-06_Aerosol-Atmospheric-River-Catalogue-Organic.html,https://commons.datacite.org/doi.org/10.25666/dataubfc-2026-07-15-06,inist.osutheta,2026,False,0,,,other
10.25666/dataubfc-2026-09-02,Données PhyLing,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-09-02_Donnees-PhyLing.html,https://commons.datacite.org/doi.org/10.25666/dataubfc-2026-09-02,inist.osutheta,2026,False,0,,,other
10.25666/dataubfc-2026-09-10,RNA-seq data on the regulation of the grapevine immune response,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,dataUBFC - Atelier de la donnée de Bourgogne-Franche-Comté,https://search-data.ubfc.fr/FR-13002091000019-2026-09-10_RNA-seq-data-on-the-regulation-of-the-grapevine.html,https://commons.datacite.org/doi.org/10.25666/dataubfc-2026-09-10,inist.osutheta,2026,False,0,,,other
10.34810/data656,Imbalanced dataset for benchmarking,CORA.Repositori de Dades de Recerca,CORA.Repositori de Dades de Recerca,https://dataverse.csuc.cat/citation?persistentId=doi:10.34810/data656,https://commons.datacite.org/doi.org/10.34810/data656,gdcc.csuc,2023,False,0,,creator_name,dataset_repo
10.34810/data657,DCE-MRI (Dynamic Contrast Enhanced - Magnetic Resonance Imaging) prostate images,CORA.Repositori de Dades de Recerca,CORA.Repositori de Dades de Recerca,https://dataverse.csuc.cat/citation?persistentId=doi:10.34810/data657,https://commons.datacite.org/doi.org/10.34810/data657,gdcc.csuc,2023,False,0,,creator_name,dataset_repo
10.34810/data658,Multi-parmetric MRI prostate images,CORA.Repositori de Dades de Recerca,CORA.Repositori de Dades de Recerca,https://dataverse.csuc.cat/citation?persistentId=doi:10.34810/data658,https://commons.datacite.org/doi.org/10.34810/data658,gdcc.csuc,2023,False,0,,creator_name,dataset_repo
10.34810/data659,Original multi-parametric MRI images of prostate,CORA.Repositori de Dades de Recerca,CORA.Repositori de Dades de Recerca,https://dataverse.csuc.cat/citation?persistentId=doi:10.34810/data659,https://commons.datacite.org/doi.org/10.34810/data659,gdcc.csuc,2023,False,0,,creator_name,dataset_repo
10.48361/kawuhz,The Belgica 121 expedition to the Western Antarctic Peninsula: a high resolution biodiversity census,SCAR - AntOBIS,SCAR - AntOBIS,https://ipt.biodiversity.aq/resource?r=belgica121,https://commons.datacite.org/doi.org/10.48361/kawuhz,mlbs.skuxgs,2020,False,0,,,other
10.48579/pro/yv7mxg,PollAgri: a dataset on insect floral visitors of crops.,data.InDoRES,data.InDoRES,https://data.indores.fr:443/citation?persistentId=doi:10.48579/PRO/YV7MXG,https://commons.datacite.org/doi.org/10.48579/pro/yv7mxg,jbru.bbees,2026,False,0,,,dataset_repo
10.48580/ddv49,"Arbacia ballenensis sp. nov. (Echinoidea, Arbacioida): A new species reveals diversification of the genus in Central America",MagnoliaPress via Plazi,MagnoliaPress via Plazi,https://www.checklistbank.org/dataset/264139,https://commons.datacite.org/doi.org/10.48580/ddv49,gbif.col,2025,False,0,,,other
10.48580/ddv49.v17,"Arbacia ballenensis sp. nov. (Echinoidea, Arbacioida): A new species reveals diversification of the genus in Central America",MagnoliaPress via Plazi,MagnoliaPress via Plazi,https://www.checklistbank.org/dataset/264139/imports/17,https://commons.datacite.org/doi.org/10.48580/ddv49.v17,gbif.col,2025,False,0,,,other
10.48580/dfgfv,"Taxonomic reassessment of Tetrapygus niger (Arbacioida, Echinoidea): molecular and morphological evidence support its placement in Arbacia",MagnoliaPress via Plazi,MagnoliaPress via Plazi,https://www.checklistbank.org/dataset/278714,https://commons.datacite.org/doi.org/10.48580/dfgfv,gbif.col,2025,False,0,,,other
10.48580/dfgfv.v13,"Taxonomic reassessment of Tetrapygus niger (Arbacioida, Echinoidea): molecular and morphological evidence support its placement in Arbacia",MagnoliaPress via Plazi,MagnoliaPress via Plazi,https://www.checklistbank.org/dataset/278714/imports/13,https://commons.datacite.org/doi.org/10.48580/dfgfv.v13,gbif.col,2025,False,0,,,other
10.48580/dgkb7,"Amber and plants from the Upper Cretaceous of La Gripperie-Saint-Symphorien (Charente-Maritime, Western France)",Plazi,Plazi,https://www.checklistbank.org/dataset/305520,https://commons.datacite.org/doi.org/10.48580/dgkb7,gbif.col,2025,False,0,,,other
10.48580/dgkb7.v17,"Amber and plants from the Upper Cretaceous of La Gripperie-Saint-Symphorien (Charente-Maritime, Western France)",Plazi,Plazi,https://www.checklistbank.org/dataset/305520/imports/17,https://commons.datacite.org/doi.org/10.48580/dgkb7.v17,gbif.col,2025,False,0,,,other
10.48580/dgnwx,Deep-sea Echinoids from the Galician Bank (North Atlantic Ocean),MagnoliaPress via Plazi,MagnoliaPress via Plazi,https://www.checklistbank.org/dataset/308557,https://commons.datacite.org/doi.org/10.48580/dgnwx,gbif.col,2025,False,0,,,other
10.48580/dgnwx.v8,Deep-sea Echinoids from the Galician Bank (North Atlantic Ocean),MagnoliaPress via Plazi,MagnoliaPress via Plazi,https://www.checklistbank.org/dataset/308557/imports/8,https://commons.datacite.org/doi.org/10.48580/dgnwx.v8,gbif.col,2025,False,0,,,other
10.48580/dgpg4,"Re-appraisal of thylacocephalans (Euarthropoda, Thylacocephala) from the Jurassic La Voulte-sur-Rhône Lagerstätte",Plazi,Plazi,https://www.checklistbank.org/dataset/308997,https://commons.datacite.org/doi.org/10.48580/dgpg4,gbif.col,2025,False,0,,,other
10.48580/dgpg4.v15,"Re-appraisal of thylacocephalans (Euarthropoda, Thylacocephala) from the Jurassic La Voulte-sur-Rhône Lagerstätte",Plazi,Plazi,https://www.checklistbank.org/dataset/308997/imports/15,https://commons.datacite.org/doi.org/10.48580/dgpg4.v15,gbif.col,2025,False,0,,,other
10.48580/dv5x,"Verbascum birjandense and V. urumiense (Scrophulariaceae), two new endemic species for Flora of Iran",Plazi,Plazi,https://www.checklistbank.org/dataset/20297,https://commons.datacite.org/doi.org/10.48580/dv5x,gbif.col,2025,False,0,,,other
10.48580/dv5x.v81,"Verbascum birjandense and V. urumiense (Scrophulariaceae), two new endemic species for Flora of Iran",Plazi,Plazi,https://www.checklistbank.org/dataset/20297/imports/81,https://commons.datacite.org/doi.org/10.48580/dv5x.v81,gbif.col,2025,False,0,,,other
10.5061/dryad.00000005q,"Agroecological farming, flowering phenology and the pollinator-herbivore-parasitoid nexus regulate non-crop plant reproduction",Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.00000005q,https://commons.datacite.org/doi.org/10.5061/dryad.00000005q,dryad.dryad,2022,False,0,,creator_name,dataset_repo
10.5061/dryad.0gb5mkmcb,Disease severity in coinfected hosts: the importance of infection order,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.0gb5mkmcb,https://commons.datacite.org/doi.org/10.5061/dryad.0gb5mkmcb,dryad.dryad,2025,False,0,,creator_name,dataset_repo
10.5061/dryad.1g1jwsv6b,Data for: Giant longirostrine crocodylians from the Early Miocene of Pakistan: new material and taxonomical review,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.1g1jwsv6b,https://commons.datacite.org/doi.org/10.5061/dryad.1g1jwsv6b,dryad.dryad,2025,False,0,,creator_name,dataset_repo
10.5061/dryad.2f0j5,Data from: The legacy of a vanished sea: a high level of diversification within a European freshwater amphipod species complex driven by 15 My of Paratethys regression,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.2f0j5,https://commons.datacite.org/doi.org/10.5061/dryad.2f0j5,dryad.dryad,2015,False,0,,creator_name,dataset_repo
10.5061/dryad.2rbnzs7v7,Supporting information for: Clade-specific elemental signatures across an Early Triassic marine fauna pave the way for deciphering the affinities of unidentifiable fossils,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.2rbnzs7v7,https://commons.datacite.org/doi.org/10.5061/dryad.2rbnzs7v7,dryad.dryad,2025,False,0,,creator_name,dataset_repo
10.5061/dryad.4g40g,Data from: Trans-generational immune priming protects the eggs only against gram-positive bacteria in the mealworm beetle,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.4g40g,https://commons.datacite.org/doi.org/10.5061/dryad.4g40g,dryad.dryad,2016,False,0,,creator_name,dataset_repo
10.5061/dryad.4mw6m9094,The shellome of the crocus clam Tridacna crocea emphasizes essential components of mollusc shell biomineralization,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.4mw6m9094,https://commons.datacite.org/doi.org/10.5061/dryad.4mw6m9094,dryad.dryad,2021,False,0,,creator_name,dataset_repo
10.5061/dryad.4xgxd25bf,Datafiles and code for Covas et al: The oxidative cost of helping and its minimisation in a cooperative breeder,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.4xgxd25bf,https://commons.datacite.org/doi.org/10.5061/dryad.4xgxd25bf,dryad.dryad,2022,False,0,,creator_name,dataset_repo
10.5061/dryad.6djh9w1fs,Effect of Plasmodium coinfection on the dynamics and fitness of <em>Heligmosomoides polygyrus</em>,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.6djh9w1fs,https://commons.datacite.org/doi.org/10.5061/dryad.6djh9w1fs,dryad.dryad,2026,False,0,,creator_name,dataset_repo
10.5061/dryad.742qf,Data from: New Trepostomate bryozoans from the upper Ordovician of Morocco and the temperature influence on zooid size,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.742qf,https://commons.datacite.org/doi.org/10.5061/dryad.742qf,dryad.dryad,2015,False,0,,creator_name,dataset_repo
10.5061/dryad.905qfttjx,Data on paternal age and sperm production of the progeny,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.905qfttjx,https://commons.datacite.org/doi.org/10.5061/dryad.905qfttjx,dryad.dryad,2021,False,0,,creator_name,dataset_repo
10.5061/dryad.b191j,Data from: Pairing context determines condition-dependence of song rate in a monogamous passerine bird,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.b191j,https://commons.datacite.org/doi.org/10.5061/dryad.b191j,dryad.dryad,2013,False,0,,creator_name,dataset_repo
10.5061/dryad.d7wm37qh3,Insights into Atlantic-Pacific divergence in Arbacia (Echinoidea) using revised systematics of Neogene fossils from the Caribbean and southeastern United States,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.d7wm37qh3,https://commons.datacite.org/doi.org/10.5061/dryad.d7wm37qh3,dryad.dryad,2026,False,0,,creator_name,dataset_repo
10.5061/dryad.dfn2z356c,Data from: Can body mass and skull morphology predict seed and fruit ingestion potential for mammal species? A test using extant species and its application to extinct species,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.dfn2z356c,https://commons.datacite.org/doi.org/10.5061/dryad.dfn2z356c,dryad.dryad,2023,False,0,,creator_name,dataset_repo
10.5061/dryad.f0090,Data from: Social learning in a high-risk environment: incomplete disregard for the ‘minnow that cried pike’ results in culturally transmitted neophobia,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.f0090,https://commons.datacite.org/doi.org/10.5061/dryad.f0090,dryad.dryad,2015,False,0,,creator_name,dataset_repo
10.5061/dryad.f4qrfj6wz,Enforced monoandry and female investment into reproduction,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.f4qrfj6wz,https://commons.datacite.org/doi.org/10.5061/dryad.f4qrfj6wz,dryad.dryad,2021,False,0,,creator_name,dataset_repo
10.5061/dryad.j0zpc86gk,Searching for genetic evidence of demographic decline in an arctic seabird: beware of overlapping generations,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.j0zpc86gk,https://commons.datacite.org/doi.org/10.5061/dryad.j0zpc86gk,dryad.dryad,2022,False,0,,creator_name,dataset_repo
10.5061/dryad.jr89m60,Data from: Factors associated with leucism in the common blackbird (Turdus merula),Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.jr89m60,https://commons.datacite.org/doi.org/10.5061/dryad.jr89m60,dryad.dryad,2018,False,0,,creator_name,dataset_repo
10.5061/dryad.mp40j,Data from: Recovery of benthic marine communities from the end-Permian mass extinction at the low-latitudes of Eastern Panthalassa,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.mp40j,https://commons.datacite.org/doi.org/10.5061/dryad.mp40j,dryad.dryad,2014,False,0,,creator_name,dataset_repo
10.5061/dryad.nk98sf82b,Data for: Critical habitat thresholds for effective pollinator conservation in agricultural landscapes,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.nk98sf82b,https://commons.datacite.org/doi.org/10.5061/dryad.nk98sf82b,dryad.dryad,2025,True,1,hal-05329408,creator_name,dataset_repo
10.5061/dryad.ns1rn8q79,Data for: Mechanisms and impacts of migration by moose: the role of wildfire,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.ns1rn8q79,https://commons.datacite.org/doi.org/10.5061/dryad.ns1rn8q79,dryad.dryad,2026,False,0,,creator_name,dataset_repo
10.5061/dryad.rn8pk0pmj,"Supplementary figures from: Is 3D, a more accurate quantitative method than 2D, crucial for analyzing disparity patterns in extinct marine arthropods (Trilobita)?",Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.rn8pk0pmj,https://commons.datacite.org/doi.org/10.5061/dryad.rn8pk0pmj,dryad.dryad,2025,False,0,,creator_name,dataset_repo
10.5061/dryad.rr4xgxdjc,Coupling gel electrophoresis with photoluminescence imaging reveals biochrome complexes in modern and fossil shells,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.rr4xgxdjc,https://commons.datacite.org/doi.org/10.5061/dryad.rr4xgxdjc,dryad.dryad,2025,False,0,,creator_name,dataset_repo
10.5061/dryad.rt1385v,"Data from: The cranium of Proviverra typica (Mammalia, Hyaenodonta) and its impact on hyaenodont phylogeny and endocranial evolution",Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.rt1385v,https://commons.datacite.org/doi.org/10.5061/dryad.rt1385v,dryad.dryad,2019,False,0,,creator_name,dataset_repo
10.5061/dryad.s1t53,Data from: Evidence for an association between post-fledging dispersal and microsatellite multilocus heterozygosity in a large population of greater flamingos,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.s1t53,https://commons.datacite.org/doi.org/10.5061/dryad.s1t53,dryad.dryad,2014,False,0,,creator_name,dataset_repo
10.5061/dryad.s4mw6m9kb,Data from: Background extinction due to species specialization? Insights from a high-resolution Jurassic ammonoid case study (Dactylioceratidae),Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.s4mw6m9kb,https://commons.datacite.org/doi.org/10.5061/dryad.s4mw6m9kb,dryad.dryad,2025,False,0,,creator_name,dataset_repo
10.5061/dryad.s5c90,Data from: Trepostomate bryozoans from the upper Katian (Upper Ordovician) of Morocco: gigantism in high latitude Gondwana platforms,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.s5c90,https://commons.datacite.org/doi.org/10.5061/dryad.s5c90,dryad.dryad,2015,False,0,,creator_name,dataset_repo
10.5061/dryad.tqjq2bvx2,Data from: Ups and downs of belemnite diversity in the Early Jurassic of Western Tethys,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.tqjq2bvx2,https://commons.datacite.org/doi.org/10.5061/dryad.tqjq2bvx2,dryad.dryad,2020,False,0,,creator_name,dataset_repo
10.5061/dryad.v41ns1rsp,Eco-evolutionary outsiders: establishing in a distantly related neighbourhood delays and reorganizes nutrient recycling,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.v41ns1rsp,https://commons.datacite.org/doi.org/10.5061/dryad.v41ns1rsp,dryad.dryad,2021,False,0,,creator_name,dataset_repo
10.5061/dryad.wdbrv162g,Data from: Social network dynamics under experimental manipulations of predation risk and food abundance in wild rock hyraxes,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.wdbrv162g,https://commons.datacite.org/doi.org/10.5061/dryad.wdbrv162g,dryad.dryad,2026,False,0,,creator_name,dataset_repo
10.5061/dryad.zkh1893b8,Immunological indices and parasites in blackbirds,Dryad,Dryad,https://datadryad.org/dataset/doi:10.5061/dryad.zkh1893b8,https://commons.datacite.org/doi.org/10.5061/dryad.zkh1893b8,dryad.dryad,2021,False,0,,creator_name,dataset_repo
10.5281/zenodo.10085729,"Supporting Data - Taxonomic reassessment of Tetrapygus niger (Arbacioida, Echinoidea): molecular and morphological evidence support its placement in Arbacia",Zenodo,Zenodo,https://zenodo.org/doi/10.5281/zenodo.10085729,https://commons.datacite.org/doi.org/10.5281/zenodo.10085729,cern.zenodo,2023,False,0,,,dataset_repo
10.5281/zenodo.10085730,"Supporting Data - Taxonomic reassessment of Tetrapygus niger (Arbacioida, Echinoidea): molecular and morphological evidence support its placement in Arbacia",Zenodo,Zenodo,https://zenodo.org/doi/10.5281/zenodo.10085730,https://commons.datacite.org/doi.org/10.5281/zenodo.10085730,cern.zenodo,2023,False,0,,,dataset_repo
10.5281/zenodo.10576224,"Data from ""Multiple habitat graphs: how connectivity brings forth landscape ecological processes""",Zenodo,Zenodo,https://zenodo.org/doi/10.5281/zenodo.10576224,https://commons.datacite.org/doi.org/10.5281/zenodo.10576224,cern.zenodo,2024,False,0,,contributor_name,dataset_repo
10.5281/zenodo.10576225,"Data from ""Multiple habitat graphs: how connectivity brings forth landscape ecological processes""",Zenodo,Zenodo,https://zenodo.org/doi/10.5281/zenodo.10576225,https://commons.datacite.org/doi.org/10.5281/zenodo.10576225,cern.zenodo,2024,False,0,,contributor_name,dataset_repo
10.5281/zenodo.10610770,Late Ordovician (440 Ma; Hirnantian) climatic simulation conducted using the general circulation model FOAM.,Zenodo,Zenodo,https://zenodo.org/doi/10.5281/zenodo.10610770,https://commons.datacite.org/doi.org/10.5281/zenodo.10610770,cern.zenodo,2024,False,0,,,dataset_repo
10.5281/zenodo.10610771,Late Ordovician (440 Ma; Hirnantian) climatic simulation conducted using the general circulation model FOAM.,Zenodo,Zenodo,https://zenodo.org/doi/10.5281/zenodo.10610771,https://commons.datacite.org/doi.org/10.5281/zenodo.10610771,cern.zenodo,2024,False,0,,,dataset_repo
10.5281/zenodo.1203736,Interec: In-Text Reference Corpus - Single References Dataset,Zenodo,Zenodo,https://zenodo.org/record/1203736,https://commons.datacite.org/doi.org/10.5281/zenodo.1203736,cern.zenodo,2018,False,0,,,dataset_repo
10.5281/zenodo.1203737,Interec: In-Text Reference Corpus - Single References Dataset,Zenodo,Zenodo,https://zenodo.org/record/1203737,https://commons.datacite.org/doi.org/10.5281/zenodo.1203737,cern.zenodo,2018,False,0,,,dataset_repo
10.5281/zenodo.1213609,"Dataset On The Characterization Of The Flavor Of Two Red Wine Varieties Using Sensory Descriptive Analysis, Volatile Organic Compounds Quantitative Analysis By Gc-Ms And Odorant Composition By Gc-Ms-O",Zenodo,Zenodo,https://zenodo.org/record/1213609,https://commons.datacite.org/doi.org/10.5281/zenodo.1213609,cern.zenodo,2018,False,0,,,dataset_repo
10.5281/zenodo.1213610,"Dataset On The Characterization Of The Flavor Of Two Red Wine Varieties Using Sensory Descriptive Analysis, Volatile Organic Compounds Quantitative Analysis By Gc-Ms And Odorant Composition By Gc-Ms-O",Zenodo,Zenodo,https://zenodo.org/record/1213610,https://commons.datacite.org/doi.org/10.5281/zenodo.1213610,cern.zenodo,2018,False,0,,,dataset_repo
10.5281/zenodo.13144514,Post_Selection_Experiment,Zenodo,Zenodo,https://zenodo.org/doi/10.5281/zenodo.13144514,https://commons.datacite.org/doi.org/10.5281/zenodo.13144514,cern.zenodo,2024,False,0,,creator_name,dataset_repo
10.5281/zenodo.13144515,Post_Selection_Experiment,Zenodo,Zenodo,https://zenodo.org/doi/10.5281/zenodo.13144515,https://commons.datacite.org/doi.org/10.5281/zenodo.13144515,cern.zenodo,2024,False,0,,creator_name,dataset_repo
10.5281/zenodo.13830673,"Supporting Data: Phylogeny of Arbacia Gray, 1835 (Echinoidea) reveals diversification patterns in the Atlantic and Pacific Oceans.",Zenodo,Zenodo,https://zenodo.org/doi/10.5281/zenodo.13830673,https://commons.datacite.org/doi.org/10.5281/zenodo.13830673,cern.zenodo,2024,False,0,,,dataset_repo
10.5281/zenodo.13830674,"Supporting Data: Phylogeny of Arbacia Gray, 1835 (Echinoidea) reveals diversification patterns in the Atlantic and Pacific Oceans.",Zenodo,Zenodo,https://zenodo.org/doi/10.5281/zenodo.13830674,https://commons.datacite.org/doi.org/10.5281/zenodo.13830674,cern.zenodo,2024,False,0,,,dataset_repo
10.5281/zenodo.14369534,2025_BBDD_ewom_TUBILLEJAS,Zenodo,Zenodo,https://zenodo.org/doi/10.5281/zenodo.14369534,https://commons.datacite.org/doi.org/10.5281/zenodo.14369534,cern.zenodo,2024,False,0,,creator_name|contributor_name,dataset_repo
10.5281/zenodo.14369535,2025_BBDD_ewom_TUBILLEJAS,Zenodo,Zenodo,https://zenodo.org/doi/10.5281/zenodo.14369535,https://commons.datacite.org/doi.org/10.5281/zenodo.14369535,cern.zenodo,2024,False,0,,creator_name|contributor_name,dataset_repo
10.5281/zenodo.14505714,Datasets and scripts used in Gonzalo/Jacquiod et al. for rhizosphere microbiota network analysis,Zenodo,Zenodo,https://zenodo.org/doi/10.5281/zenodo.14505714,https://commons.datacite.org/doi.org/10.5281/zenodo.14505714,cern.zenodo,2024,False,0,,creator_name,dataset_repo
10.5281/zenodo.14505715,Datasets and scripts used in Gonzalo/Jacquiod et al. for rhizosphere microbiota network analysis,Zenodo,Zenodo,https://zenodo.org/doi/10.5281/zenodo.14505715,https://commons.datacite.org/doi.org/10.5281/zenodo.14505715,cern.zenodo,2024,False,0,,creator_name,dataset_repo
10.5281/zenodo.14541426,Becoming an Economist: A Database of French Economics PhDs,Zenodo,Zenodo,https://zenodo.org/doi/10.5281/zenodo.14541426,https://commons.datacite.org/doi.org/10.5281/zenodo.14541426,cern.zenodo,2025,False,0,,creator_name,dataset_repo
